,matrix,fontname,adv,upright,x0,y0,x1,y1,width,height,size,mcid,tag,object_type,page_number,ncs,text,stroking_color,non_stroking_color,top,bottom,doctop,document_number
22,"(12.0, 0.0, 0.0, 12.0, 104.66870000000003, 673.1400000000001)",TimesNewRomanPSMT,0.5,True,104.66870000000003,670.5480000000001,110.66870000000003,682.5480000000001,6.0,12.0,12.0,,,char,1,DeviceGray,d,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
23,"(12.0, 0.0, 0.0, 12.0, 110.67110000000002, 673.1400000000001)",TimesNewRomanPSMT,0.444,True,110.67110000000002,670.5480000000001,115.99910000000003,682.5480000000001,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,e,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
24,"(12.0, 0.0, 0.0, 12.0, 116.00150000000002, 673.1400000000001)",TimesNewRomanPSMT,0.5,True,116.00150000000002,670.5480000000001,122.00150000000002,682.5480000000001,6.0,12.0,12.0,,,char,1,DeviceGray,d,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
25,"(12.0, 0.0, 0.0, 12.0, 122.00390000000002, 673.1400000000001)",TimesNewRomanPSMT,0.25,True,122.00390000000002,670.5480000000001,125.00390000000002,682.5480000000001,3.0,12.0,12.0,,,char,1,DeviceGray, ,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
26,"(12.0, 0.0, 0.0, 12.0, 124.97390000000001, 673.1400000000001)",TimesNewRomanPSMT,0.278,True,124.97390000000001,670.5480000000001,128.30990000000003,682.5480000000001,3.3360000000000127,12.0,12.0,,,char,1,DeviceGray,t,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
27,"(12.0, 0.0, 0.0, 12.0, 128.31230000000002, 673.1400000000001)",TimesNewRomanPSMT,0.444,True,128.31230000000002,670.5480000000001,133.64030000000002,682.5480000000001,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,e,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
28,"(12.0, 0.0, 0.0, 12.0, 133.64270000000002, 673.1400000000001)",TimesNewRomanPSMT,0.5,True,133.64270000000002,670.5480000000001,139.64270000000002,682.5480000000001,6.0,12.0,12.0,,,char,1,DeviceGray,x,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
29,"(12.0, 0.0, 0.0, 12.0, 139.6451, 673.1400000000001)",TimesNewRomanPSMT,0.278,True,139.6451,670.5480000000001,142.98110000000003,682.5480000000001,3.3360000000000127,12.0,12.0,,,char,1,DeviceGray,t,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
30,"(12.0, 0.0, 0.0, 12.0, 142.98350000000005, 673.1400000000001)",TimesNewRomanPSMT,0.25,True,142.98350000000005,670.5480000000001,145.98350000000005,682.5480000000001,3.0,12.0,12.0,,,char,1,DeviceGray, ,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
31,"(12.0, 0.0, 0.0, 12.0, 145.95350000000005, 673.1400000000001)",TimesNewRomanPSMT,0.5,True,145.95350000000005,670.5480000000001,151.95350000000005,682.5480000000001,6.0,12.0,12.0,,,char,1,DeviceGray,u,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
32,"(12.0, 0.0, 0.0, 12.0, 151.95590000000004, 673.1400000000001)",TimesNewRomanPSMT,0.5,True,151.95590000000004,670.5480000000001,157.95590000000004,682.5480000000001,6.0,12.0,12.0,,,char,1,DeviceGray,n,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
33,"(12.0, 0.0, 0.0, 12.0, 157.95830000000007, 673.1400000000001)",TimesNewRomanPSMT,0.5,True,157.95830000000007,670.5480000000001,163.95830000000007,682.5480000000001,6.0,12.0,12.0,,,char,1,DeviceGray,d,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
34,"(12.0, 0.0, 0.0, 12.0, 163.96070000000006, 673.1400000000001)",TimesNewRomanPSMT,0.444,True,163.96070000000006,670.5480000000001,169.28870000000006,682.5480000000001,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,e,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
35,"(12.0, 0.0, 0.0, 12.0, 169.29110000000006, 673.1400000000001)",TimesNewRomanPSMT,0.333,True,169.29110000000006,670.5480000000001,173.28710000000007,682.5480000000001,3.9960000000000093,12.0,12.0,,,char,1,DeviceGray,r,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
36,"(12.0, 0.0, 0.0, 12.0, 173.2895000000001, 673.1400000000001)",TimesNewRomanPSMT,0.278,True,173.2895000000001,670.5480000000001,176.6255000000001,682.5480000000001,3.3360000000000127,12.0,12.0,,,char,1,DeviceGray,l,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
37,"(12.0, 0.0, 0.0, 12.0, 176.62790000000007, 673.1400000000001)",TimesNewRomanPSMT,0.278,True,176.62790000000007,670.5480000000001,179.96390000000008,682.5480000000001,3.3360000000000127,12.0,12.0,,,char,1,DeviceGray,i,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
38,"(12.0, 0.0, 0.0, 12.0, 179.96630000000007, 673.1400000000001)",TimesNewRomanPSMT,0.5,True,179.96630000000007,670.5480000000001,185.96630000000007,682.5480000000001,6.0,12.0,12.0,,,char,1,DeviceGray,n,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
39,"(12.0, 0.0, 0.0, 12.0, 185.96870000000007, 673.1400000000001)",TimesNewRomanPSMT,0.444,True,185.96870000000007,670.5480000000001,191.29670000000007,682.5480000000001,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,e,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
40,"(12.0, 0.0, 0.0, 12.0, 191.29910000000007, 673.1400000000001)",TimesNewRomanPSMT,0.5,True,191.29910000000007,670.5480000000001,197.29910000000007,682.5480000000001,6.0,12.0,12.0,,,char,1,DeviceGray,d,"(0,)","(0,)",109.45199999999988,121.45199999999988,109.45199999999988,1
41,"(12.0, 0.0, 0.0, 12.0, 197.34, 673.14)",TimesNewRomanPSMT,0.278,True,197.34,670.548,200.67600000000002,682.548,3.3360000000000127,12.0,12.0,,,char,1,DeviceGray,;,"(0,)","(0,)",109.452,121.452,109.452,1
42,"(12.0, 0.0, 0.0, 12.0, 200.6424, 673.14)",TimesNewRomanPSMT,0.25,True,200.6424,670.548,203.6424,682.548,3.0,12.0,12.0,,,char,1,DeviceGray, ,"(0,)","(0,)",109.452,121.452,109.452,1
43,"(12.0, 0.0, 0.0, 12.0, 90.0, 659.34)",TimesNewRomanPSMT,0.722,True,90.0,656.748,98.664,668.748,8.664000000000001,12.0,12.0,,,char,1,DeviceGray,D,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
44,"(12.0, 0.0, 0.0, 12.0, 98.6724, 659.34)",TimesNewRomanPSMT,0.444,True,98.6724,656.748,104.0004,668.748,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,e,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
45,"(12.0, 0.0, 0.0, 12.0, 104.00880000000001, 659.34)",TimesNewRomanPSMT,0.278,True,104.00880000000001,656.748,107.3448,668.748,3.3359999999999985,12.0,12.0,,,char,1,DeviceGray,l,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
46,"(12.0, 0.0, 0.0, 12.0, 107.3532, 659.34)",TimesNewRomanPSMT,0.444,True,107.3532,656.748,112.6812,668.748,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,e,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
47,"(12.0, 0.0, 0.0, 12.0, 112.6896, 659.34)",TimesNewRomanPSMT,0.278,True,112.6896,656.748,116.0256,668.748,3.3359999999999985,12.0,12.0,,,char,1,DeviceGray,t,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
48,"(12.0, 0.0, 0.0, 12.0, 116.034, 659.34)",TimesNewRomanPSMT,0.444,True,116.034,656.748,121.36200000000001,668.748,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,e,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
49,"(12.0, 0.0, 0.0, 12.0, 121.3704, 659.34)",TimesNewRomanPSMT,0.5,True,121.3704,656.748,127.3704,668.748,6.0,12.0,12.0,,,char,1,DeviceGray,d,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
50,"(12.0, 0.0, 0.0, 12.0, 127.37880000000001, 659.34)",TimesNewRomanPSMT,0.25,True,127.37880000000001,656.748,130.3788,668.748,3.0,12.0,12.0,,,char,1,DeviceGray, ,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
51,"(12.0, 0.0, 0.0, 12.0, 130.3392, 659.34)",TimesNewRomanPSMT,0.278,True,130.3392,656.748,133.67520000000002,668.748,3.3360000000000127,12.0,12.0,,,char,1,DeviceGray,t,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
52,"(12.0, 0.0, 0.0, 12.0, 133.6836, 659.34)",TimesNewRomanPSMT,0.444,True,133.6836,656.748,139.01160000000002,668.748,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,e,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
53,"(12.0, 0.0, 0.0, 12.0, 139.02, 659.34)",TimesNewRomanPSMT,0.5,True,139.02,656.748,145.02,668.748,6.0,12.0,12.0,,,char,1,DeviceGray,x,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
54,"(12.0, 0.0, 0.0, 12.0, 145.0284, 659.34)",TimesNewRomanPSMT,0.278,True,145.0284,656.748,148.36440000000002,668.748,3.3360000000000127,12.0,12.0,,,char,1,DeviceGray,t,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
55,"(12.0, 0.0, 0.0, 12.0, 148.3728, 659.34)",TimesNewRomanPSMT,0.25,True,148.3728,656.748,151.3728,668.748,3.0,12.0,12.0,,,char,1,DeviceGray, ,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
56,"(12.0, 0.0, 0.0, 12.0, 151.33320000000003, 659.34)",TimesNewRomanPSMT,0.278,True,151.33320000000003,656.748,154.66920000000005,668.748,3.3360000000000127,12.0,12.0,,,char,1,DeviceGray,i,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
57,"(12.0, 0.0, 0.0, 12.0, 154.67760000000004, 659.34)",TimesNewRomanPSMT,0.5,True,154.67760000000004,656.748,160.67760000000004,668.748,6.0,12.0,12.0,,,char,1,DeviceGray,n,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
58,"(12.0, 0.0, 0.0, 12.0, 160.68600000000004, 659.34)",TimesNewRomanPSMT,0.25,True,160.68600000000004,656.748,163.68600000000004,668.748,3.0,12.0,12.0,,,char,1,DeviceGray, ,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
59,"(12.0, 0.0, 0.0, 12.0, 163.64640000000003, 659.34)",TimesNewRomanPSMT,0.333,True,163.64640000000003,656.748,167.64240000000004,668.748,3.9960000000000093,12.0,12.0,,,char,1,DeviceGray,[,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
60,"(12.0, 0.0, 0.0, 12.0, 167.60280000000006, 659.34)",TimesNewRomanPSMT,0.5,True,167.60280000000006,656.748,173.60280000000006,668.748,6.0,12.0,12.0,,,char,1,DeviceGray,b,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
61,"(12.0, 0.0, 0.0, 12.0, 173.59920000000005, 659.34)",TimesNewRomanPSMT,0.333,True,173.59920000000005,656.748,177.59520000000006,668.748,3.9960000000000093,12.0,12.0,,,char,1,DeviceGray,r,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
62,"(12.0, 0.0, 0.0, 12.0, 177.60360000000006, 659.34)",TimesNewRomanPSMT,0.444,True,177.60360000000006,656.748,182.93160000000006,668.748,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,a,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
63,"(12.0, 0.0, 0.0, 12.0, 182.94000000000005, 659.34)",TimesNewRomanPSMT,0.444,True,182.94000000000005,656.748,188.26800000000006,668.748,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,c,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
64,"(12.0, 0.0, 0.0, 12.0, 188.27640000000008, 659.34)",TimesNewRomanPSMT,0.5,True,188.27640000000008,656.748,194.27640000000008,668.748,6.0,12.0,12.0,,,char,1,DeviceGray,k,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
65,"(12.0, 0.0, 0.0, 12.0, 194.28480000000008, 659.34)",TimesNewRomanPSMT,0.444,True,194.28480000000008,656.748,199.61280000000008,668.748,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,e,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
66,"(12.0, 0.0, 0.0, 12.0, 199.62120000000007, 659.34)",TimesNewRomanPSMT,0.278,True,199.62120000000007,656.748,202.95720000000009,668.748,3.3360000000000127,12.0,12.0,,,char,1,DeviceGray,t,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
67,"(12.0, 0.0, 0.0, 12.0, 202.96560000000008, 659.34)",TimesNewRomanPSMT,0.389,True,202.96560000000008,656.748,207.6336000000001,668.748,4.668000000000006,12.0,12.0,,,char,1,DeviceGray,s,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
68,"(12.0, 0.0, 0.0, 12.0, 207.64200000000008, 659.34)",TimesNewRomanPSMT,0.333,True,207.64200000000008,656.748,211.6380000000001,668.748,3.9960000000000093,12.0,12.0,,,char,1,DeviceGray,],"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
69,"(12.0, 0.0, 0.0, 12.0, 211.59840000000008, 659.34)",TimesNewRomanPSMT,0.25,True,211.59840000000008,656.748,214.59840000000008,668.748,3.0,12.0,12.0,,,char,1,DeviceGray,.,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
70,"(12.0, 0.0, 0.0, 12.0, 214.60680000000008, 659.34)",TimesNewRomanPSMT,0.25,True,214.60680000000008,656.748,217.60680000000008,668.748,3.0,12.0,12.0,,,char,1,DeviceGray, ,"(0,)","(0,)",123.25199999999995,135.25199999999995,123.25199999999995,1
71,"(12.0, 0.0, 0.0, 12.0, 90.0, 645.4200000000001)",TimesNewRomanPS-BoldMT,0.25,True,90.0,642.8280000000001,93.0,654.8280000000001,3.0,12.0,12.0,,,char,1,DeviceGray, ,"(0,)","(0,)",137.1719999999999,149.1719999999999,137.1719999999999,1
72,"(12.0, 0.0, 0.0, 12.0, 90.0, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.722,True,90.0,629.0280000000001,98.664,641.0280000000001,8.664000000000001,12.0,12.0,,,char,1,DeviceGray,R,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
73,"(12.0, 0.0, 0.0, 12.0, 98.664, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.556,True,98.664,629.0280000000001,105.336,641.0280000000001,6.671999999999997,12.0,12.0,,,char,1,DeviceGray,u,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
74,"(12.0, 0.0, 0.0, 12.0, 105.336, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.278,True,105.336,629.0280000000001,108.672,641.0280000000001,3.3359999999999985,12.0,12.0,,,char,1,DeviceGray,l,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
75,"(12.0, 0.0, 0.0, 12.0, 108.672, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.444,True,108.672,629.0280000000001,114.0,641.0280000000001,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,e,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
76,"(12.0, 0.0, 0.0, 12.0, 114.0, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.25,True,114.0,629.0280000000001,117.0,641.0280000000001,3.0,12.0,12.0,,,char,1,DeviceGray, ,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
77,"(12.0, 0.0, 0.0, 12.0, 116.9916, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.5,True,116.9916,629.0280000000001,122.9916,641.0280000000001,6.0,12.0,12.0,,,char,1,DeviceGray,1,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
78,"(12.0, 0.0, 0.0, 12.0, 122.9916, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.5,True,122.9916,629.0280000000001,128.9916,641.0280000000001,6.0,12.0,12.0,,,char,1,DeviceGray,2,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
79,"(12.0, 0.0, 0.0, 12.0, 128.9916, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.5,True,128.9916,629.0280000000001,134.9916,641.0280000000001,6.0,12.0,12.0,,,char,1,DeviceGray,2,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
80,"(12.0, 0.0, 0.0, 12.0, 134.9916, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.25,True,134.9916,629.0280000000001,137.9916,641.0280000000001,3.0,12.0,12.0,,,char,1,DeviceGray,.,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
81,"(12.0, 0.0, 0.0, 12.0, 137.9916, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.25,True,137.9916,629.0280000000001,140.9916,641.0280000000001,3.0,12.0,12.0,,,char,1,DeviceGray, ,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
82,"(12.0, 0.0, 0.0, 12.0, 140.9832, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.778,True,140.9832,629.0280000000001,150.31920000000002,641.0280000000001,9.336000000000013,12.0,12.0,,,char,1,DeviceGray,O,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
83,"(12.0, 0.0, 0.0, 12.0, 150.3192, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.444,True,150.3192,629.0280000000001,155.6472,641.0280000000001,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,r,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
84,"(12.0, 0.0, 0.0, 12.0, 155.6472, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.556,True,155.6472,629.0280000000001,162.3192,641.0280000000001,6.671999999999997,12.0,12.0,,,char,1,DeviceGray,d,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
85,"(12.0, 0.0, 0.0, 12.0, 162.3192, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.444,True,162.3192,629.0280000000001,167.6472,641.0280000000001,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,e,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
86,"(12.0, 0.0, 0.0, 12.0, 167.6472, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.444,True,167.6472,629.0280000000001,172.9752,641.0280000000001,5.328000000000003,12.0,12.0,,,char,1,DeviceGray,r,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
87,"(12.0, 0.0, 0.0, 12.0, 172.9752, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.389,True,172.9752,629.0280000000001,177.6432,641.0280000000001,4.668000000000006,12.0,12.0,,,char,1,DeviceGray,s,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
88,"(12.0, 0.0, 0.0, 12.0, 177.6432, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.25,True,177.6432,629.0280000000001,180.6432,641.0280000000001,3.0,12.0,12.0,,,char,1,DeviceGray, ,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
89,"(12.0, 0.0, 0.0, 12.0, 180.63479999999998, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.722,True,180.63479999999998,629.0280000000001,189.29879999999997,641.0280000000001,8.663999999999987,12.0,12.0,,,char,1,DeviceGray,w,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
90,"(12.0, 0.0, 0.0, 12.0, 189.21480000000003, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.278,True,189.21480000000003,629.0280000000001,192.55080000000004,641.0280000000001,3.3360000000000127,12.0,12.0,,,char,1,DeviceGray,i,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
91,"(12.0, 0.0, 0.0, 12.0, 192.57480000000004, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.333,True,192.57480000000004,629.0280000000001,196.57080000000005,641.0280000000001,3.9960000000000093,12.0,12.0,,,char,1,DeviceGray,t,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
92,"(12.0, 0.0, 0.0, 12.0, 196.57080000000002, 631.6200000000001)",TimesNewRomanPS-BoldMT,0.556,True,196.57080000000002,629.0280000000001,203.24280000000002,641.0280000000001,6.671999999999997,12.0,12.0,,,char,1,DeviceGray,h,"(0,)","(0,)",150.97199999999987,162.97199999999987,150.97199999999987,1
